Type,Date,Lat,Lng
fire,2/23/2015,47.677887,-122.274265
Medic,2/23/2015,47.565155,-122.274501
Medic,2/23/2015,47.675902,-122.276881
Medic,2/23/2015,47.66312,-122.279395
Medic,2/23/2015,47.6868,-122.279862
fire,2/23/2015,47.660871,-122.284752
Medic,2/23/2015,47.560414,-122.284913
Medic,2/23/2015,47.540318,-122.286124
Medic,2/23/2015,47.529179,-122.286613
fire,2/23/2015,47.732202,-122.293829
Medic,2/23/2015,47.562728,-122.294695
Medic,2/23/2015,47.567745,-122.300147
Medic,2/23/2015,47.610042,-122.302761
fire,2/23/2015,47.662432,-122.305466
fire,2/23/2015,47.619665,-122.307271
fire,2/23/2015,47.661514,-122.309718
Medic,2/23/2015,47.676032,-122.310863
Medic,2/23/2015,47.606687,-122.31155
Medic,2/23/2015,47.664893,-122.311937
Medic,2/23/2015,47.664893,-122.311937
Medic,2/23/2015,47.624254,-122.313612
fire,2/23/2015,47.623391,-122.314649
Medic,2/23/2015,47.572039,-122.314735
Medic,2/23/2015,47.688539,-122.316033
Medic,2/23/2015,47.688539,-122.316033
fire,2/23/2015,47.629081,-122.31914
Medic,2/23/2015,47.607829,-122.319314
Medic,2/23/2015,47.606213,-122.32075
Medic,2/23/2015,47.647664,-122.322393
Medic,2/23/2015,47.664975,-122.322863
Medic,2/23/2015,47.612158,-122.323113
Medic,2/23/2015,47.598353,-122.325793
Medic,2/23/2015,47.586175,-122.325975
fire,2/23/2015,47.623133,-122.327193
Medic,2/23/2015,47.618497,-122.327854
Medic,2/23/2015,47.608665,-122.329131
fire,2/23/2015,47.608665,-122.329131
Medic,2/23/2015,47.523056,-122.329506
Medic,2/23/2015,47.602114,-122.330809
Medic,2/23/2015,47.602172,-122.330863
Medic,2/23/2015,47.603484,-122.332062
Medic,2/23/2015,47.605432,-122.33231
Medic,2/23/2015,47.577727,-122.333271
fire,2/23/2015,47.606881,-122.333635
fire,2/23/2015,47.612207,-122.338484
fire,2/23/2015,47.612207,-122.338484
Medic,2/23/2015,47.610743,-122.338702
Medic,2/23/2015,47.712305,-122.339596
fire,2/23/2015,47.615317,-122.33988
fire,2/23/2015,47.607506,-122.340346
fire,2/23/2015,47.607506,-122.340346
fire,2/23/2015,47.607506,-122.340346
Medic,2/23/2015,47.612578,-122.341197
Medic,2/23/2015,47.612626,-122.341277
Medic,2/23/2015,47.632299,-122.344953
Medic,2/23/2015,47.728678,-122.345037
fire,2/23/2015,47.562518,-122.352073
fire,2/23/2015,47.572555,-122.352225
Medic,2/23/2015,47.702902,-122.352683
Medic,2/23/2015,47.723436,-122.355547
Medic,2/23/2015,47.52093,-122.356471
fire,2/23/2015,47.672477,-122.357464
Medic,2/23/2015,47.529934,-122.357752
Medic,2/23/2015,47.699714,-122.359417
Medic,2/23/2015,47.551925,-122.364325
Medic,2/23/2015,47.709806,-122.365187
Medic,2/23/2015,47.697867,-122.367016
Medic,2/23/2015,47.550048,-122.370248
fire,2/23/2015,47.648852,-122.370408
Medic,2/23/2015,47.548171,-122.373688
Medic,2/23/2015,47.548171,-122.373688
Medic,2/23/2015,47.669442,-122.376214
Medic,2/23/2015,47.561944,-122.380504
Medic,2/23/2015,47.665337,-122.383404
fire,2/23/2015,47.588027,-122.386277
Medic,2/23/2015,47.576766,-122.386721
Medic,2/23/2015,47.639151,-122.398396
fire,2/23/2016,47.52412,-122.264611
Medic,2/23/2016,47.535387,-122.267284
fire,2/23/2016,47.52101,-122.269997
Medic,2/23/2016,47.633523,-122.277157
fire,2/23/2016,47.579421,-122.292999
fire,2/23/2016,47.610016,-122.298737
Medic,2/23/2016,47.665845,-122.301932
fire,2/23/2016,47.623472,-122.302448
Medic,2/23/2016,47.693048,-122.302771
fire,2/23/2016,47.643158,-122.303055
Medic,2/23/2016,47.700296,-122.306392
Medic,2/23/2016,47.619677,-122.311397
Medic,2/23/2016,47.715869,-122.312559
Medic,2/23/2016,47.620503,-122.312698
fire,2/23/2016,47.655998,-122.31426
Medic,2/23/2016,47.656245,-122.316711
fire,2/23/2016,47.601733,-122.316784
Medic,2/23/2016,47.595825,-122.319104
fire,2/23/2016,47.523056,-122.319795
Medic,2/23/2016,47.719466,-122.320491
Medic,2/23/2016,47.708899,-122.320568
Medic,2/23/2016,47.708899,-122.320568
Medic,2/23/2016,47.553351,-122.321004
Medic,2/23/2016,47.587854,-122.321391
Medic,2/23/2016,47.576894,-122.3214
fire,2/23/2016,47.614066,-122.322111
Medic,2/23/2016,47.604729,-122.322463
Medic,2/23/2016,47.599105,-122.325055
Medic,2/23/2016,47.601709,-122.326189
Medic,2/23/2016,47.613037,-122.326981
Medic,2/23/2016,47.597517,-122.327675
Medic,2/23/2016,47.602114,-122.330809
Medic,2/23/2016,47.602382,-122.332338
Medic,2/23/2016,47.69312,-122.33235
fire,2/23/2016,47.60739,-122.332564
Medic,2/23/2016,47.530184,-122.333608
fire,2/23/2016,47.597475,-122.334191
fire,2/23/2016,47.592046,-122.334195
fire,2/23/2016,47.560439,-122.334212
fire,2/23/2016,47.522322,-122.334841
Medic,2/23/2016,47.581888,-122.335125
Medic,2/23/2016,47.610214,-122.336683
Medic,2/23/2016,47.622143,-122.33715
Medic,2/23/2016,47.615007,-122.337781
Medic,2/23/2016,47.610743,-122.338702
Medic,2/23/2016,47.690583,-122.339135
Medic,2/23/2016,47.613758,-122.339227
fire,2/23/2016,47.613157,-122.340192
Medic,2/23/2016,47.620035,-122.343513
fire,2/23/2016,47.649775,-122.344031
Medic,2/23/2016,47.612669,-122.345319
Medic,2/23/2016,47.614798,-122.348918
Medic,2/23/2016,47.719638,-122.355539
Medic,2/23/2016,47.723234,-122.355547
Medic,2/23/2016,47.689112,-122.360649
Medic,2/23/2016,47.689112,-122.360649
fire,2/23/2016,47.533705,-122.366416
fire,2/23/2016,47.646875,-122.370425
fire,2/23/2016,47.546215,-122.375056
Medic,2/23/2016,47.69425,-122.375914
fire,2/23/2016,47.665217,-122.37622
fire,2/23/2016,47.558988,-122.376234
fire,2/23/2016,47.687033,-122.376794
Medic,2/23/2016,47.534916,-122.37972
Medic,2/23/2016,47.667604,-122.380468
Medic,2/23/2016,47.698241,-122.383279
Medic,2/23/2016,47.545657,-122.387206
Medic,2/23/2016,47.670916,-122.387587
Medic,2/23/2016,47.671646,-122.388193
Medic,2/23/2016,47.57527,-122.389411
Medic,2/23/2016,47.632316,-122.391879
Medic,2/23/2016,47.520667,-122.392461
fire,2/23/2016,47.523173,-122.39299
Medic,2/23/2016,47.658541,-122.402414
Medic,2/24/2014,47.511011,-122.24301
Medic,2/24/2014,47.538836,-122.27071
Medic,2/24/2014,47.540694,-122.27156
Medic,2/24/2014,47.542233,-122.272638
fire,2/24/2014,47.628565,-122.28505
Medic,2/24/2014,47.546102,-122.289002
Medic,2/24/2014,47.710602,-122.290693
Medic,2/24/2014,47.546263,-122.29622
Medic,2/24/2014,47.666557,-122.299552
fire,2/24/2014,47.682127,-122.299663
Medic,2/24/2014,47.599281,-122.302233
Medic,2/24/2014,47.61682,-122.307201
Medic,2/24/2014,47.650742,-122.308009
fire,2/24/2014,47.656113,-122.311382
Medic,2/24/2014,47.620859,-122.31269
Medic,2/24/2014,47.580738,-122.314714
Medic,2/24/2014,47.676714,-122.325148
Medic,2/24/2014,47.676714,-122.325148
Medic,2/24/2014,47.604377,-122.325207
fire,2/24/2014,47.604377,-122.325207
fire,2/24/2014,47.620893,-122.3253
Medic,2/24/2014,47.710481,-122.326004
Medic,2/24/2014,47.613037,-122.326981
fire,2/24/2014,47.618497,-122.327854
Medic,2/24/2014,47.626221,-122.329198
fire,2/24/2014,47.604413,-122.329842
Medic,2/24/2014,47.666347,-122.329986
fire,2/24/2014,47.602165,-122.330856
Medic,2/24/2014,47.622312,-122.332995
fire,2/24/2014,47.693131,-122.333774
fire,2/24/2014,47.552704,-122.334215
fire,2/24/2014,47.656936,-122.336239
Medic,2/24/2014,47.612708,-122.337292
fire,2/24/2014,47.605657,-122.338654
Medic,2/24/2014,47.610743,-122.338702
Medic,2/24/2014,47.614788,-122.342952
fire,2/24/2014,47.619729,-122.344802
fire,2/24/2014,47.612669,-122.345319
Medic,2/24/2014,47.690583,-122.351344
Medic,2/24/2014,47.620961,-122.361282
Medic,2/24/2014,47.535435,-122.363165
Medic,2/24/2014,47.534966,-122.36317
Medic,2/24/2014,47.533222,-122.365093
Medic,2/24/2014,47.54666,-122.373219
fire,2/24/2014,47.66716,-122.37359
Medic,2/24/2014,47.637121,-122.376143
Medic,2/24/2014,47.570795,-122.378183
Medic,2/24/2014,47.670905,-122.379655
Medic,2/24/2014,47.650355,-122.38199
Medic,2/24/2014,47.562472,-122.385455
Medic,2/24/2014,47.582838,-122.386485
Medic,2/24/2014,47.670187,-122.388155
fire,2/24/2014,47.644765,-122.392934
Medic,2/24/2014,47.644665,-122.395612
Medic,2/24/2015,47.502649,-122.241269
Medic,2/24/2015,47.523307,-122.269986
fire,2/24/2015,47.560278,-122.270701
Medic,2/24/2015,47.52911,-122.271433
fire,2/24/2015,47.545954,-122.275892
Medic,2/24/2015,47.553825,-122.280571
fire,2/24/2015,47.688501,-122.290658
Medic,2/24/2015,47.683341,-122.295895
Medic,2/24/2015,47.686674,-122.300869
Medic,2/24/2015,47.65532,-122.307891
fire,2/24/2015,47.65532,-122.307891
Medic,2/24/2015,47.730425,-122.30866
Medic,2/24/2015,47.599239,-122.308968
fire,2/24/2015,47.650266,-122.310514
fire,2/24/2015,47.606181,-122.311554
fire,2/24/2015,47.606181,-122.311554
Medic,2/24/2015,47.714518,-122.312507
Medic,2/24/2015,47.725262,-122.312656
Medic,2/24/2015,47.606628,-122.312857
Medic,2/24/2015,47.606628,-122.312857
fire,2/24/2015,47.654544,-122.313306
fire,2/24/2015,47.523041,-122.313356
Medic,2/24/2015,47.663288,-122.314235
Medic,2/24/2015,47.611511,-122.32076
Medic,2/24/2015,47.614076,-122.32078
Medic,2/24/2015,47.606467,-122.320874
Medic,2/24/2015,47.613011,-122.326948
Medic,2/24/2015,47.602985,-122.328535
Medic,2/24/2015,47.613471,-122.328902
Medic,2/24/2015,47.603698,-122.329187
Medic,2/24/2015,47.602114,-122.330809
Medic,2/24/2015,47.601311,-122.33161
Medic,2/24/2015,47.617173,-122.333103
Medic,2/24/2015,47.703624,-122.333909
Medic,2/24/2015,47.703624,-122.333909
Medic,2/24/2015,47.626281,-122.334008
fire,2/24/2015,47.593898,-122.334194
Medic,2/24/2015,47.611207,-122.337592
Medic,2/24/2015,47.615598,-122.337861
fire,2/24/2015,47.612207,-122.338484
Medic,2/24/2015,47.586022,-122.339518
Medic,2/24/2015,47.611629,-122.339592
Medic,2/24/2015,47.612578,-122.341197
Medic,2/24/2015,47.612578,-122.341197
Medic,2/24/2015,47.614011,-122.341638
fire,2/24/2015,47.632301,-122.346264
Medic,2/24/2015,47.730569,-122.347758
fire,2/24/2015,47.54887,-122.354833
Medic,2/24/2015,47.624659,-122.355403
Medic,2/24/2015,47.618673,-122.355452
Medic,2/24/2015,47.635807,-122.358298
Medic,2/24/2015,47.723458,-122.3596
Medic,2/24/2015,47.553321,-122.362969
fire,2/24/2015,47.661462,-122.364006
fire,2/24/2015,47.551786,-122.365563
Medic,2/24/2015,47.528007,-122.365858
Medic,2/24/2015,47.697867,-122.367016
Medic,2/24/2015,47.685405,-122.367278
fire,2/24/2015,47.685115,-122.367279
Medic,2/24/2015,47.688985,-122.37276
Medic,2/24/2015,47.670212,-122.378883
Medic,2/24/2015,47.553397,-122.378962
Medic,2/24/2015,47.670176,-122.379464
Medic,2/24/2015,47.685003,-122.39192
Medic,2/24/2015,47.63769,-122.393027
Medic,2/24/2015,47.645204,-122.402305
Medic,2/24/2016,47.500185,-122.261612
Medic,2/24/2016,47.526429,-122.263807
Medic,2/24/2016,47.540684,-122.274462
Medic,2/24/2016,47.563626,-122.288057
Medic,2/24/2016,47.542495,-122.290272
Medic,2/24/2016,47.693847,-122.293208
Medic,2/24/2016,47.732394,-122.293826
fire,2/24/2016,47.556997,-122.294175
fire,2/24/2016,47.719343,-122.295195
fire,2/24/2016,47.719343,-122.295195
fire,2/24/2016,47.573784,-122.308819
Medic,2/24/2016,47.663215,-122.315262
Medic,2/24/2016,47.674163,-122.318705
fire,2/24/2016,47.708574,-122.320068
fire,2/24/2016,47.621988,-122.320906
fire,2/24/2016,47.719483,-122.323078
Medic,2/24/2016,47.606444,-122.325563
Medic,2/24/2016,47.579809,-122.329057
fire,2/24/2016,47.608665,-122.329131
Medic,2/24/2016,47.601202,-122.331511
Medic,2/24/2016,47.608444,-122.331995
Medic,2/24/2016,47.611707,-122.333447
fire,2/24/2016,47.609878,-122.334842
fire,2/24/2016,47.610332,-122.3364
Medic,2/24/2016,47.687298,-122.336409
Medic,2/24/2016,47.60975,-122.337793
Medic,2/24/2016,47.60975,-122.337793
Medic,2/24/2016,47.69603,-122.33871
Medic,2/24/2016,47.608629,-122.340472
Medic,2/24/2016,47.639134,-122.341398
Medic,2/24/2016,47.636926,-122.344092
Medic,2/24/2016,47.730569,-122.347758
Medic,2/24/2016,47.659164,-122.352071
Medic,2/24/2016,47.61695,-122.352561
fire,2/24/2016,47.51736,-122.355165
Medic,2/24/2016,47.691617,-122.355308
Medic,2/24/2016,47.708888,-122.355482
Medic,2/24/2016,47.725706,-122.355552
Medic,2/24/2016,47.664349,-122.360819
Medic,2/24/2016,47.62781,-122.366435
Medic,2/24/2016,47.706961,-122.368223
Medic,2/24/2016,47.558988,-122.376234
fire,2/24/2016,47.67528,-122.379055
Medic,2/25/2014,47.547417,-122.276738
fire,2/25/2014,47.655326,-122.279242
Medic,2/25/2014,47.626366,-122.288194
fire,2/25/2014,47.560302,-122.288821
Medic,2/25/2014,47.571233,-122.291003
fire,2/25/2014,47.593466,-122.29151
fire,2/25/2014,47.683048,-122.295852
Medic,2/25/2014,47.620365,-122.300813
fire,2/25/2014,47.676048,-122.30382
fire,2/25/2014,47.663331,-122.305457
Medic,2/25/2014,47.595896,-122.305985
Medic,2/25/2014,47.601674,-122.306165
Medic,2/25/2014,47.706825,-122.308084
Medic,2/25/2014,47.663106,-122.315263
Medic,2/25/2014,47.60922,-122.315277
Medic,2/25/2014,47.600853,-122.316965
Medic,2/25/2014,47.600853,-122.316965
Medic,2/25/2014,47.633048,-122.319779
Medic,2/25/2014,47.607218,-122.320752
Medic,2/25/2014,47.565657,-122.331953
Medic,2/25/2014,47.615745,-122.334269
Medic,2/25/2014,47.520453,-122.336003
fire,2/25/2014,47.59017,-122.337486
fire,2/25/2014,47.611857,-122.339977
Medic,2/25/2014,47.60883,-122.33999
Medic,2/25/2014,47.610972,-122.340465
fire,2/25/2014,47.723211,-122.34228
Medic,2/25/2014,47.610321,-122.343637
Medic,2/25/2014,47.73104,-122.347764
fire,2/25/2014,47.726864,-122.348012
fire,2/25/2014,47.614798,-122.348918
fire,2/25/2014,47.651349,-122.349934
Medic,2/25/2014,47.692436,-122.355321
Medic,2/25/2014,47.72505,-122.355551
fire,2/25/2014,47.663592,-122.358123
fire,2/25/2014,47.618618,-122.358478
Medic,2/25/2014,47.676093,-122.361498
Medic,2/25/2014,47.667912,-122.364092
Medic,2/25/2014,47.54666,-122.373219
fire,2/25/2014,47.668667,-122.376214
Medic,2/25/2014,47.587975,-122.383563
fire,2/25/2014,47.558758,-122.385525
Medic,2/25/2014,47.541394,-122.390048
Medic,2/25/2014,47.687661,-122.394387
fire,2/25/2014,47.650574,-122.398247
Medic,2/25/2015,47.516856,-122.270886
fire,2/25/2015,47.641056,-122.277066
fire,2/25/2015,47.55692,-122.277537
Medic,2/25/2015,47.560261,-122.282926
Medic,2/25/2015,47.55343,-122.285192
Medic,2/25/2015,47.683046,-122.288274
Medic,2/25/2015,47.596604,-122.289008
Medic,2/25/2015,47.708356,-122.289374
Medic,2/25/2015,47.571233,-122.291003
Medic,2/25/2015,47.72838,-122.292253
Medic,2/25/2015,47.720101,-122.292729
fire,2/25/2015,47.59324,-122.295466
Medic,2/25/2015,47.572163,-122.296173
Medic,2/25/2015,47.619003,-122.298568
fire,2/25/2015,47.542027,-122.303649
Medic,2/25/2015,47.690296,-122.305717
Medic,2/25/2015,47.61682,-122.307201
Medic,2/25/2015,47.626852,-122.307297
Medic,2/25/2015,47.7339,-122.30813
fire,2/25/2015,47.645568,-122.308779
Medic,2/25/2015,47.588414,-122.309467
Medic,2/25/2015,47.71241,-122.30976
fire,2/25/2015,47.60824,-122.31154
Medic,2/25/2015,47.730595,-122.312704
Medic,2/25/2015,47.664932,-122.316859
Medic,2/25/2015,47.681554,-122.317457
Medic,2/25/2015,47.55127,-122.318923
Medic,2/25/2015,47.606212,-122.320559
Medic,2/25/2015,47.678007,-122.32259
fire,2/25/2015,47.620185,-122.323077
Medic,2/25/2015,47.699872,-122.324247
fire,2/25/2015,47.589647,-122.32597
fire,2/25/2015,47.721322,-122.328944
fire,2/25/2015,47.67834,-122.32895
Medic,2/25/2015,47.601886,-122.330511
Medic,2/25/2015,47.602172,-122.330863
Medic,2/25/2015,47.602172,-122.330863
fire,2/25/2015,47.601718,-122.331581
Medic,2/25/2015,47.600804,-122.332877
fire,2/25/2015,47.703266,-122.333904
Medic,2/25/2015,47.608292,-122.337995
fire,2/25/2015,47.618534,-122.338485
Medic,2/25/2015,47.705405,-122.339318
Medic,2/25/2015,47.609847,-122.340843
fire,2/25/2015,47.610282,-122.341334
Medic,2/25/2015,47.609638,-122.341346
Medic,2/25/2015,47.705503,-122.342011
Medic,2/25/2015,47.705503,-122.342011
Medic,2/25/2015,47.718639,-122.342232
Medic,2/25/2015,47.611256,-122.34293
Medic,2/25/2015,47.54188,-122.343786
fire,2/25/2015,47.687664,-122.344303
Medic,2/25/2015,47.693461,-122.344556
Medic,2/25/2015,47.72497,-122.344996
Medic,2/25/2015,47.612606,-122.345213
Medic,2/25/2015,47.629735,-122.346223
Medic,2/25/2015,47.644371,-122.346913
Medic,2/25/2015,47.73104,-122.347764
Medic,2/25/2015,47.656904,-122.349956
Medic,2/25/2015,47.714348,-122.352876
Medic,2/25/2015,47.645734,-122.35343
Medic,2/25/2015,47.632497,-122.354438
Medic,2/25/2015,47.692436,-122.355321
fire,2/25/2015,47.648658,-122.356431
Medic,2/25/2015,47.624583,-122.356709
Medic,2/25/2015,47.556,-122.358897
Medic,2/25/2015,47.624607,-122.36324
Medic,2/25/2015,47.521022,-122.365633
Medic,2/25/2015,47.521023,-122.366095
fire,2/25/2015,47.675953,-122.37406
Medic,2/25/2015,47.670171,-122.376348
Medic,2/25/2015,47.662477,-122.379174
Medic,2/25/2015,47.677814,-122.383218
Medic,2/25/2015,47.580391,-122.383913
fire,2/25/2015,47.657727,-122.38741
Medic,2/25/2015,47.543086,-122.387554
fire,2/25/2016,47.667293,-122.265973
Medic,2/25/2016,47.662936,-122.274689
fire,2/25/2016,47.631018,-122.28133
Medic,2/25/2016,47.717649,-122.287308
Medic,2/25/2016,47.717653,-122.292772
fire,2/25/2016,47.717995,-122.295993
fire,2/25/2016,47.717995,-122.295993
Medic,2/25/2016,47.692563,-122.298786
Medic,2/25/2016,47.542877,-122.301071
fire,2/25/2016,47.708426,-122.301355
Medic,2/25/2016,47.58541,-122.303541
fire,2/25/2016,47.66133,-122.307244
fire,2/25/2016,47.650743,-122.308014
fire,2/25/2016,47.6631,-122.308353
Medic,2/25/2016,47.598797,-122.311579
Medic,2/25/2016,47.59665,-122.311586
Medic,2/25/2016,47.712167,-122.312433
Medic,2/25/2016,47.661693,-122.313123
Medic,2/25/2016,47.663288,-122.314235
Medic,2/25/2016,47.663288,-122.314235
Medic,2/25/2016,47.585284,-122.314678
fire,2/25/2016,47.591454,-122.317281
fire,2/25/2016,47.587138,-122.320156
Medic,2/25/2016,47.606467,-122.320874
Medic,2/25/2016,47.664964,-122.321726
Medic,2/25/2016,47.610734,-122.321799
fire,2/25/2016,47.703139,-122.323003
Medic,2/25/2016,47.604841,-122.324097
fire,2/25/2016,47.562011,-122.324106
Medic,2/25/2016,47.617738,-122.326511
fire,2/25/2016,47.607945,-122.328471
Medic,2/25/2016,47.602985,-122.328535
Medic,2/25/2016,47.607412,-122.330402
fire,2/25/2016,47.607412,-122.330402
Medic,2/25/2016,47.616989,-122.330811
Medic,2/25/2016,47.602172,-122.330863
Medic,2/25/2016,47.602172,-122.330863
Medic,2/25/2016,47.602172,-122.330863
Medic,2/25/2016,47.613135,-122.332983
Medic,2/25/2016,47.617173,-122.333103
Medic,2/25/2016,47.60641,-122.334739
Medic,2/25/2016,47.600798,-122.335951
Medic,2/25/2016,47.602348,-122.337148
Medic,2/25/2016,47.602348,-122.337148
Medic,2/25/2016,47.589965,-122.3376
Medic,2/25/2016,47.608292,-122.337995
Medic,2/25/2016,47.607828,-122.339105
Medic,2/25/2016,47.610972,-122.340465
Medic,2/25/2016,47.610311,-122.341376
fire,2/25/2016,47.705096,-122.344695
fire,2/25/2016,47.616138,-122.345235
fire,2/25/2016,47.63959,-122.345521
Medic,2/25/2016,47.697816,-122.347303
Medic,2/25/2016,47.726864,-122.348012
Medic,2/25/2016,47.723218,-122.348195
fire,2/25/2016,47.703693,-122.350059
fire,2/25/2016,47.718247,-122.355533
Medic,2/25/2016,47.533693,-122.360675
fire,2/25/2016,47.541205,-122.360955
Medic,2/25/2016,47.662932,-122.373595
fire,2/25/2016,47.546215,-122.375056
Medic,2/25/2016,47.650347,-122.383364
fire,2/25/2016,47.588027,-122.386277
Medic,2/25/2016,47.571227,-122.386766
Medic,2/25/2016,47.640012,-122.388988
Medic,2/25/2016,47.519751,-122.394085
Medic,2/25/2016,47.641103,-122.400985
Medic,2/26/2014,47.522018,-122.264426
fire,2/26/2014,47.529957,-122.280304
Medic,2/26/2014,47.713619,-122.283827
Medic,2/26/2014,47.551968,-122.284603
fire,2/26/2014,47.560302,-122.288821
Medic,2/26/2014,47.626317,-122.289533
Medic,2/26/2014,47.584912,-122.290871
Medic,2/26/2014,47.561674,-122.293783
Medic,2/26/2014,47.546263,-122.29622
Medic,2/26/2014,47.586327,-122.298128
Medic,2/26/2014,47.686675,-122.29864
Medic,2/26/2014,47.612936,-122.299978
Medic,2/26/2014,47.588375,-122.302594
Medic,2/26/2014,47.543732,-122.303637
fire,2/26/2014,47.650266,-122.310514
Medic,2/26/2014,47.655975,-122.312136
Medic,2/26/2014,47.620503,-122.312698
Medic,2/26/2014,47.616451,-122.314031
Medic,2/26/2014,47.659988,-122.317738
Medic,2/26/2014,47.628441,-122.318037
Medic,2/26/2014,47.708602,-122.324588
fire,2/26/2014,47.604377,-122.325207
Medic,2/26/2014,47.613011,-122.326948
Medic,2/26/2014,47.52648,-122.327935
Medic,2/26/2014,47.68269,-122.330864
Medic,2/26/2014,47.60739,-122.332564
Medic,2/26/2014,47.614057,-122.334061
Medic,2/26/2014,47.604548,-122.33457
Medic,2/26/2014,47.701756,-122.335022
Medic,2/26/2014,47.581888,-122.335125
fire,2/26/2014,47.613622,-122.337015
Medic,2/26/2014,47.655944,-122.342254
fire,2/26/2014,47.619839,-122.342391
Medic,2/26/2014,47.613302,-122.344406
Medic,2/26/2014,47.709476,-122.344767
Medic,2/26/2014,47.612669,-122.345319
fire,2/26/2014,47.614242,-122.346
Medic,2/26/2014,47.727127,-122.347717
Medic,2/26/2014,47.73104,-122.347764
Medic,2/26/2014,47.73104,-122.347764
Medic,2/26/2014,47.725839,-122.347818
Medic,2/26/2014,47.690578,-122.349611
Medic,2/26/2014,47.615877,-122.35052
Medic,2/26/2014,47.72505,-122.355551
Medic,2/26/2014,47.522791,-122.357797
fire,2/26/2014,47.702746,-122.363403
Medic,2/26/2014,47.522557,-122.364539
Medic,2/26/2014,47.518457,-122.367275
fire,2/26/2014,47.667157,-122.37117
fire,2/26/2014,47.705379,-122.371394
fire,2/26/2014,47.669442,-122.376214
fire,2/26/2014,47.558988,-122.376234
Medic,2/26/2014,47.650332,-122.38199
fire,2/26/2014,47.562947,-122.388129
Medic,2/26/2014,47.562949,-122.389482
Medic,2/26/2014,47.589495,-122.394135
Medic,2/26/2015,47.677949,-122.262215
Medic,2/26/2015,47.50256,-122.264834
fire,2/26/2015,47.52101,-122.269997
Medic,2/26/2015,47.540683,-122.286131
Medic,2/26/2015,47.708356,-122.289374
Medic,2/26/2015,47.708356,-122.289374
Medic,2/26/2015,47.661452,-122.293037
Medic,2/26/2015,47.5727,-122.293839
fire,2/26/2015,47.702221,-122.301843
fire,2/26/2015,47.650742,-122.308009
fire,2/26/2015,47.650742,-122.308009
fire,2/26/2015,47.561849,-122.310818
Medic,2/26/2015,47.623908,-122.311329
fire,2/26/2015,47.606181,-122.311554
Medic,2/26/2015,47.624249,-122.312607
Medic,2/26/2015,47.620859,-122.31269
Medic,2/26/2015,47.620503,-122.312698
Medic,2/26/2015,47.620503,-122.312698
Medic,2/26/2015,47.665133,-122.315236
fire,2/26/2015,47.668569,-122.316185
Medic,2/26/2015,47.527297,-122.316747
fire,2/26/2015,47.61549,-122.316858
Medic,2/26/2015,47.709352,-122.317864
fire,2/26/2015,47.661403,-122.319566
fire,2/26/2015,47.565383,-122.320765
Medic,2/26/2015,47.688842,-122.324323
Medic,2/26/2015,47.591953,-122.325968
fire,2/26/2015,47.618497,-122.327854
Medic,2/26/2015,47.602985,-122.328535
Medic,2/26/2015,47.622727,-122.328659
Medic,2/26/2015,47.599197,-122.328955
fire,2/26/2015,47.608665,-122.329131
Medic,2/26/2015,47.60252,-122.329645
Medic,2/26/2015,47.617717,-122.330057
Medic,2/26/2015,47.660459,-122.330175
Medic,2/26/2015,47.599991,-122.330342
Medic,2/26/2015,47.602085,-122.330783
fire,2/26/2015,47.602165,-122.330856
Medic,2/26/2015,47.602172,-122.330863
Medic,2/26/2015,47.601718,-122.331581
Medic,2/26/2015,47.601311,-122.33161
fire,2/26/2015,47.601721,-122.332763
Medic,2/26/2015,47.606088,-122.332909
fire,2/26/2015,47.601805,-122.333702
Medic,2/26/2015,47.615721,-122.336595
Medic,2/26/2015,47.61409,-122.337592
Medic,2/26/2015,47.606268,-122.337677
fire,2/26/2015,47.660323,-122.338433
Medic,2/26/2015,47.623219,-122.341056
Medic,2/26/2015,47.726864,-122.348012
Medic,2/26/2015,47.671739,-122.351332
Medic,2/26/2015,47.56526,-122.353046
Medic,2/26/2015,47.633163,-122.353202
Medic,2/26/2015,47.710602,-122.355495
Medic,2/26/2015,47.635807,-122.358298
Medic,2/26/2015,47.63353,-122.358503
Medic,2/26/2015,47.691365,-122.363473
Medic,2/26/2015,47.567801,-122.372126
fire,2/26/2015,47.54666,-122.373219
fire,2/26/2015,47.690679,-122.375466
Medic,2/26/2015,47.5291,-122.380085
Medic,2/26/2015,47.561944,-122.380504
Medic,2/26/2015,47.670179,-122.382381
Medic,2/26/2015,47.66592,-122.384092
Medic,2/26/2015,47.558956,-122.386841
Medic,2/26/2015,47.539419,-122.390816
fire,2/26/2015,47.656001,-122.396946
Medic,2/26/2015,47.577798,-122.415328
Medic,2/26/2016,47.677828,-122.262163
Medic,2/26/2016,47.52412,-122.264611
Medic,2/26/2016,47.535387,-122.267284
Medic,2/26/2016,47.542238,-122.272642
fire,2/26/2016,47.566463,-122.273253
Medic,2/26/2016,47.533664,-122.274915
fire,2/26/2016,47.542466,-122.275011
Medic,2/26/2016,47.543277,-122.279762
Medic,2/26/2016,47.533861,-122.280827
fire,2/26/2016,47.661325,-122.286952
Medic,2/26/2016,47.531697,-122.2907
Medic,2/26/2016,47.575515,-122.292213
fire,2/26/2016,47.596504,-122.293897
Medic,2/26/2016,47.562215,-122.295661
Medic,2/26/2016,47.719317,-122.297773
Medic,2/26/2016,47.670489,-122.299574
Medic,2/26/2016,47.710789,-122.300254
Medic,2/26/2016,47.634573,-122.301576
