Type,Date,Lat,Lng
Medic,1/1/2014,47.51313,-122.255858
fire,1/1/2014,47.52101,-122.269997
Medic,1/1/2014,47.519421,-122.271163
Medic,1/1/2014,47.688471,-122.287443
Medic,1/1/2014,47.569732,-122.290646
fire,1/1/2014,47.661385,-122.305472
Medic,1/1/2014,47.664893,-122.311937
Medic,1/1/2014,47.620503,-122.312698
Medic,1/1/2014,47.620503,-122.312698
fire,1/1/2014,47.661306,-122.318733
Medic,1/1/2014,47.661533,-122.320727
fire,1/1/2014,47.614171,-122.320782
Medic,1/1/2014,47.623133,-122.322008
Medic,1/1/2014,47.617741,-122.32524
Medic,1/1/2014,47.607742,-122.326595
fire,1/1/2014,47.607945,-122.328471
fire,1/1/2014,47.608665,-122.329131
fire,1/1/2014,47.616989,-122.330811
Medic,1/1/2014,47.602172,-122.330863
fire,1/1/2014,47.603484,-122.332062
Medic,1/1/2014,47.601721,-122.332874
Medic,1/1/2014,47.595693,-122.333273
Medic,1/1/2014,47.666494,-122.333531
Medic,1/1/2014,47.575576,-122.334203
Medic,1/1/2014,47.612958,-122.337873
Medic,1/1/2014,47.610743,-122.338702
Medic,1/1/2014,47.610743,-122.338702
fire,1/1/2014,47.610743,-122.338702
Medic,1/1/2014,47.609488,-122.339089
Medic,1/1/2014,47.615518,-122.344186
Medic,1/1/2014,47.613271,-122.344353
Medic,1/1/2014,47.732314,-122.350154
fire,1/1/2014,47.61642,-122.35365
fire,1/1/2014,47.622394,-122.356727
Medic,1/1/2014,47.528266,-122.36046
Medic,1/1/2014,47.635138,-122.36367
Medic,1/1/2014,47.689317,-122.388724
Medic,1/1/2014,47.658094,-122.39225
fire,1/1/2014,47.557076,-122.394955
fire,1/1/2014,47.677466,-122.404611
Medic,1/1/2014,47.571114,-122.406699
fire,1/1/2014,47.571703,-122.40734
fire,1/1/2014,47.642158,-122.409205
Medic,1/1/2014,47.577726,-122.409556
Medic,1/1/2015,47.496511,-122.262747
Medic,1/1/2015,47.501361,-122.26347
Medic,1/1/2015,47.520534,-122.269983
Medic,1/1/2015,47.535914,-122.270031
Medic,1/1/2015,47.550374,-122.280788
Medic,1/1/2015,47.638185,-122.284872
fire,1/1/2015,47.666926,-122.285713
fire,1/1/2015,47.563846,-122.28696
Medic,1/1/2015,47.55094,-122.287786
Medic,1/1/2015,47.731953,-122.293609
Medic,1/1/2015,47.582509,-122.29791
Medic,1/1/2015,47.577283,-122.298263
Medic,1/1/2015,47.584234,-122.299024
Medic,1/1/2015,47.677593,-122.300597
Medic,1/1/2015,47.66707,-122.301946
Medic,1/1/2015,47.601649,-122.302324
Medic,1/1/2015,47.663074,-122.305164
Medic,1/1/2015,47.641929,-122.305516
Medic,1/1/2015,47.683523,-122.3067
Medic,1/1/2015,47.614583,-122.31257
Medic,1/1/2015,47.669442,-122.313024
fire,1/1/2015,47.583673,-122.313387
Medic,1/1/2015,47.731647,-122.315417
fire,1/1/2015,47.615273,-122.315549
fire,1/1/2015,47.613286,-122.316767
fire,1/1/2015,47.617794,-122.3182
fire,1/1/2015,47.605202,-122.319267
fire,1/1/2015,47.566974,-122.32047
fire,1/1/2015,47.624349,-122.321989
fire,1/1/2015,47.64203,-122.324675
fire,1/1/2015,47.64203,-122.324675
Medic,1/1/2015,47.618493,-122.326726
Medic,1/1/2015,47.613037,-122.326981
fire,1/1/2015,47.623133,-122.327173
fire,1/1/2015,47.655549,-122.32777
Medic,1/1/2015,47.626221,-122.329198
Medic,1/1/2015,47.602172,-122.330863
fire,1/1/2015,47.619877,-122.331698
fire,1/1/2015,47.619935,-122.331699
Medic,1/1/2015,47.595693,-122.333273
Medic,1/1/2015,47.595693,-122.333273
fire,1/1/2015,47.703266,-122.333904
fire,1/1/2015,47.60705,-122.335324
fire,1/1/2015,47.60705,-122.335324
Medic,1/1/2015,47.521244,-122.336301
Medic,1/1/2015,47.611207,-122.337592
Medic,1/1/2015,47.612958,-122.337873
Medic,1/1/2015,47.612398,-122.340892
Medic,1/1/2015,47.612626,-122.341277
fire,1/1/2015,47.613831,-122.341333
Medic,1/1/2015,47.526433,-122.341653
Medic,1/1/2015,47.612669,-122.345319
Medic,1/1/2015,47.628905,-122.345796
Medic,1/1/2015,47.613375,-122.346513
Medic,1/1/2015,47.659332,-122.347421
fire,1/1/2015,47.612305,-122.34867
Medic,1/1/2015,47.614696,-122.348746
fire,1/1/2015,47.613559,-122.348806
Medic,1/1/2015,47.692805,-122.349939
Medic,1/1/2015,47.530317,-122.352779
Medic,1/1/2015,47.719736,-122.354205
fire,1/1/2015,47.720005,-122.35554
Medic,1/1/2015,47.627192,-122.356823
Medic,1/1/2015,47.627192,-122.356823
Medic,1/1/2015,47.544223,-122.357163
Medic,1/1/2015,47.733213,-122.358449
Medic,1/1/2015,47.524234,-122.359127
Medic,1/1/2015,47.625864,-122.364537
Medic,1/1/2015,47.67599,-122.365004
Medic,1/1/2015,47.533703,-122.365816
Medic,1/1/2015,47.675269,-122.369389
fire,1/1/2015,47.546215,-122.375056
fire,1/1/2015,47.548177,-122.38439
Medic,1/1/2015,47.528507,-122.386027
fire,1/1/2015,47.576973,-122.386714
fire,1/1/2015,47.5193,-122.394179
Medic,1/1/2015,47.582278,-122.401808
Medic,1/1/2016,47.521679,-122.264284
Medic,1/1/2016,47.542238,-122.272642
fire,1/1/2016,47.516905,-122.273241
Medic,1/1/2016,47.546027,-122.275989
Medic,1/1/2016,47.534362,-122.281858
Medic,1/1/2016,47.540295,-122.286233
Medic,1/1/2016,47.564095,-122.288186
fire,1/1/2016,47.549787,-122.290429
fire,1/1/2016,47.728533,-122.293652
fire,1/1/2016,47.714101,-122.294833
fire,1/1/2016,47.721329,-122.296339
fire,1/1/2016,47.566247,-122.297071
fire,1/1/2016,47.719292,-122.297803
Medic,1/1/2016,47.707357,-122.300161
Medic,1/1/2016,47.601601,-122.302284
fire,1/1/2016,47.605164,-122.304844
fire,1/1/2016,47.709397,-122.309982
Medic,1/1/2016,47.561845,-122.310824
fire,1/1/2016,47.561845,-122.310824
Medic,1/1/2016,47.606687,-122.31155
Medic,1/1/2016,47.717758,-122.312622
fire,1/1/2016,47.614113,-122.312626
fire,1/1/2016,47.719503,-122.31736
fire,1/1/2016,47.615659,-122.318166
fire,1/1/2016,47.606212,-122.320559
Medic,1/1/2016,47.607218,-122.320752
fire,1/1/2016,47.615235,-122.320799
Medic,1/1/2016,47.585358,-122.321394
fire,1/1/2016,47.622348,-122.32307
Medic,1/1/2016,47.718744,-122.323515
fire,1/1/2016,47.598354,-122.326337
Medic,1/1/2016,47.600854,-122.326354
Medic,1/1/2016,47.626881,-122.328379
Medic,1/1/2016,47.708629,-122.328634
fire,1/1/2016,47.609836,-122.328666
Medic,1/1/2016,47.636835,-122.329073
Medic,1/1/2016,47.618002,-122.329182
Medic,1/1/2016,47.616989,-122.330811
Medic,1/1/2016,47.602172,-122.330863
Medic,1/1/2016,47.602769,-122.331409
Medic,1/1/2016,47.611436,-122.331551
Medic,1/1/2016,47.600041,-122.331573
Medic,1/1/2016,47.648106,-122.332616
fire,1/1/2016,47.623222,-122.333001
Medic,1/1/2016,47.604991,-122.333174
Medic,1/1/2016,47.595693,-122.333273
Medic,1/1/2016,47.595693,-122.333273
fire,1/1/2016,47.595693,-122.333273
fire,1/1/2016,47.600883,-122.33353
fire,1/1/2016,47.574386,-122.333993
fire,1/1/2016,47.612701,-122.334021
fire,1/1/2016,47.590312,-122.334195
Medic,1/1/2016,47.615745,-122.334269
Medic,1/1/2016,47.648339,-122.336348
Medic,1/1/2016,47.609285,-122.338904
Medic,1/1/2016,47.610278,-122.339812
fire,1/1/2016,47.614527,-122.340527
Medic,1/1/2016,47.670031,-122.340855
fire,1/1/2016,47.633099,-122.341099
Medic,1/1/2016,47.609634,-122.342172
Medic,1/1/2016,47.627181,-122.342327
fire,1/1/2016,47.661385,-122.343048
fire,1/1/2016,47.612643,-122.343292
fire,1/1/2016,47.628037,-122.343422
fire,1/1/2016,47.686942,-122.344503
Medic,1/1/2016,47.705096,-122.344695
Medic,1/1/2016,47.619729,-122.344802
fire,1/1/2016,47.679591,-122.346671
Medic,1/1/2016,47.614798,-122.348918
Medic,1/1/2016,47.614798,-122.348918
Medic,1/1/2016,47.614798,-122.348918
Medic,1/1/2016,47.615877,-122.35052
Medic,1/1/2016,47.626367,-122.353974
fire,1/1/2016,47.667143,-122.35442
Medic,1/1/2016,47.626721,-122.35812
Medic,1/1/2016,47.524194,-122.360483
fire,1/1/2016,47.652108,-122.36164
fire,1/1/2016,47.657767,-122.361894
Medic,1/1/2016,47.558929,-122.3629
Medic,1/1/2016,47.697867,-122.367016
Medic,1/1/2016,47.669438,-122.370853
Medic,1/1/2016,47.548097,-122.37206
fire,1/1/2016,47.694335,-122.372756
Medic,1/1/2016,47.675279,-122.376737
Medic,1/1/2016,47.572784,-122.377085
Medic,1/1/2016,47.579869,-122.38023
Medic,1/1/2016,47.574814,-122.382519
Medic,1/1/2016,47.670912,-122.384743
fire,1/1/2016,47.576994,-122.386713
Medic,1/1/2016,47.553433,-122.387
Medic,1/1/2016,47.520642,-122.390239
Medic,1/1/2016,47.654125,-122.398235
fire,1/1/2016,47.648634,-122.398253
Medic,1/1/2016,47.672969,-122.398686
Medic,1/1/2016,47.575279,-122.403574
Medic,1/10/2014,47.509655,-122.243501
Medic,1/10/2014,47.515984,-122.266529
Medic,1/10/2014,47.535914,-122.270031
Medic,1/10/2014,47.503892,-122.270057
Medic,1/10/2014,47.703207,-122.281405
Medic,1/10/2014,47.566179,-122.28392
Medic,1/10/2014,47.538881,-122.284744
fire,1/10/2014,47.578245,-122.285308
Medic,1/10/2014,47.708378,-122.290762
Medic,1/10/2014,47.661359,-122.292642
Medic,1/10/2014,47.695662,-122.293026
Medic,1/10/2014,47.563026,-122.293655
Medic,1/10/2014,47.562211,-122.295662
fire,1/10/2014,47.712013,-122.296157
Medic,1/10/2014,47.666557,-122.299552
fire,1/10/2014,47.558181,-122.300352
fire,1/10/2014,47.61682,-122.307201
Medic,1/10/2014,47.588414,-122.309467
Medic,1/10/2014,47.727535,-122.309568
Medic,1/10/2014,47.661693,-122.313123
fire,1/10/2014,47.534267,-122.313198
Medic,1/10/2014,47.553362,-122.313474
Medic,1/10/2014,47.652467,-122.314518
Medic,1/10/2014,47.592105,-122.317281
fire,1/10/2014,47.603246,-122.318102
Medic,1/10/2014,47.623464,-122.319902
fire,1/10/2014,47.64871,-122.32058
Medic,1/10/2014,47.613224,-122.320766
Medic,1/10/2014,47.539666,-122.322298
fire,1/10/2014,47.596672,-122.32348
Medic,1/10/2014,47.606444,-122.325563
fire,1/10/2014,47.610076,-122.325735
Medic,1/10/2014,47.613037,-122.326981
fire,1/10/2014,47.609955,-122.328383
fire,1/10/2014,47.609955,-122.328383
fire,1/10/2014,47.719521,-122.328503
Medic,1/10/2014,47.67834,-122.32895
Medic,1/10/2014,47.6002,-122.330547
Medic,1/10/2014,47.606088,-122.332909
fire,1/10/2014,47.6126,-122.334262
fire,1/10/2014,47.610678,-122.335574
Medic,1/10/2014,47.611672,-122.336484
Medic,1/10/2014,47.610214,-122.336683
fire,1/10/2014,47.606268,-122.337677
Medic,1/10/2014,47.608434,-122.338125
Medic,1/10/2014,47.610743,-122.338702
Medic,1/10/2014,47.732689,-122.339672
Medic,1/10/2014,47.614011,-122.341638
fire,1/10/2014,47.611256,-122.34293
fire,1/10/2014,47.61677,-122.346304
Medic,1/10/2014,47.644371,-122.346913
fire,1/10/2014,47.614706,-122.350386
Medic,1/10/2014,47.678028,-122.354367
Medic,1/10/2014,47.689837,-122.355069
Medic,1/10/2014,47.694299,-122.35534
fire,1/10/2014,47.5599,-122.365505
fire,1/10/2014,47.569052,-122.370737
Medic,1/10/2014,47.536994,-122.371189
Medic,1/10/2014,47.544669,-122.373777
fire,1/10/2014,47.663663,-122.374988
fire,1/10/2014,47.69607,-122.376796
fire,1/10/2014,47.580222,-122.379147
Medic,1/10/2014,47.574966,-122.405466
Medic,1/10/2015,47.506259,-122.248888
Medic,1/10/2015,47.503519,-122.257328
fire,1/10/2015,47.53025,-122.269989
Medic,1/10/2015,47.537643,-122.270209
Medic,1/10/2015,47.532386,-122.272652
Medic,1/10/2015,47.534702,-122.274717
fire,1/10/2015,47.542466,-122.275011
fire,1/10/2015,47.659148,-122.276329
Medic,1/10/2015,47.701465,-122.276473
Medic,1/10/2015,47.564112,-122.286056
Medic,1/10/2015,47.541764,-122.286262
Medic,1/10/2015,47.549748,-122.286273
fire,1/10/2015,47.599094,-122.287713
Medic,1/10/2015,47.67262,-122.294308
Medic,1/10/2015,47.717823,-122.296319
Medic,1/10/2015,47.723224,-122.299124
Medic,1/10/2015,47.663275,-122.299847
Medic,1/10/2015,47.608003,-122.300058
Medic,1/10/2015,47.549395,-122.306368
Medic,1/10/2015,47.601678,-122.308746
fire,1/10/2015,47.561849,-122.310818
Medic,1/10/2015,47.549641,-122.312322
Medic,1/10/2015,47.622412,-122.312638
fire,1/10/2015,47.624254,-122.313612
fire,1/10/2015,47.659807,-122.314159
Medic,1/10/2015,47.624867,-122.315676
Medic,1/10/2015,47.700379,-122.317663
Medic,1/10/2015,47.60368,-122.318103
fire,1/10/2015,47.605305,-122.319413
fire,1/10/2015,47.691293,-122.320147
Medic,1/10/2015,47.710828,-122.320613
fire,1/10/2015,47.661319,-122.320728
Medic,1/10/2015,47.623478,-122.32093
fire,1/10/2015,47.539434,-122.3219
Medic,1/10/2015,47.607661,-122.322073
Medic,1/10/2015,47.606371,-122.325496
Medic,1/10/2015,47.610147,-122.325565
fire,1/10/2015,47.611479,-122.327097
Medic,1/10/2015,47.525629,-122.327712
Medic,1/10/2015,47.702577,-122.328518
Medic,1/10/2015,47.599991,-122.330342
Medic,1/10/2015,47.609088,-122.330457
Medic,1/10/2015,47.602172,-122.330863
Medic,1/10/2015,47.595693,-122.333273
fire,1/10/2015,47.6141,-122.333959
Medic,1/10/2015,47.62116,-122.338463
Medic,1/10/2015,47.712305,-122.339596
Medic,1/10/2015,47.612626,-122.341277
Medic,1/10/2015,47.65996,-122.342217
Medic,1/10/2015,47.610321,-122.343637
Medic,1/10/2015,47.703241,-122.344673
fire,1/10/2015,47.65131,-122.345986
Medic,1/10/2015,47.641207,-122.346471
Medic,1/10/2015,47.712732,-122.348992
fire,1/10/2015,47.617238,-122.349079
fire,1/10/2015,47.692436,-122.355321
Medic,1/10/2015,47.719656,-122.355539
Medic,1/10/2015,47.699917,-122.356739
fire,1/10/2015,47.675992,-122.362875
Medic,1/10/2015,47.629602,-122.36467
Medic,1/10/2015,47.697867,-122.367016
Medic,1/10/2015,47.518178,-122.367277
Medic,1/10/2015,47.544669,-122.373777
Medic,1/10/2015,47.533742,-122.376619
Medic,1/10/2015,47.703783,-122.376755
Medic,1/10/2015,47.577253,-122.378112
Medic,1/10/2015,47.692842,-122.378955
Medic,1/10/2015,47.535085,-122.384792
Medic,1/10/2015,47.679609,-122.387542
Medic,1/10/2015,47.668624,-122.398318
Medic,1/10/2015,47.648795,-122.416149
Medic,1/10/2016,47.505172,-122.253253
fire,1/10/2016,47.507525,-122.261268
Medic,1/10/2016,47.501361,-122.263435
Medic,1/10/2016,47.501362,-122.263521
fire,1/10/2016,47.521679,-122.264284
fire,1/10/2016,47.668307,-122.268494
Medic,1/10/2016,47.52284,-122.276072
Medic,1/10/2016,47.672158,-122.279201
Medic,1/10/2016,47.677601,-122.280793
Medic,1/10/2016,47.540654,-122.286239
fire,1/10/2016,47.563846,-122.28696
Medic,1/10/2016,47.552599,-122.288602
Medic,1/10/2016,47.620157,-122.292274
Medic,1/10/2016,47.720938,-122.292513
Medic,1/10/2016,47.623153,-122.296667
fire,1/10/2016,47.601674,-122.306219
fire,1/10/2016,47.656282,-122.311375
Medic,1/10/2016,47.620503,-122.312698
Medic,1/10/2016,47.657529,-122.313228
Medic,1/10/2016,47.523892,-122.314927
Medic,1/10/2016,47.663367,-122.31526
Medic,1/10/2016,47.663106,-122.315263
Medic,1/10/2016,47.614496,-122.318147
Medic,1/10/2016,47.547341,-122.320157
Medic,1/10/2016,47.605225,-122.32075
Medic,1/10/2016,47.548983,-122.320994
fire,1/10/2016,47.709488,-122.323301
Medic,1/10/2016,47.60816,-122.325598
Medic,1/10/2016,47.619643,-122.326572
Medic,1/10/2016,47.609615,-122.326834
Medic,1/10/2016,47.607231,-122.327818
fire,1/10/2016,47.618497,-122.327854
fire,1/10/2016,47.618497,-122.327854
Medic,1/10/2016,47.615238,-122.327904
Medic,1/10/2016,47.702577,-122.328518
Medic,1/10/2016,47.599968,-122.328965
Medic,1/10/2016,47.600194,-122.330541
Medic,1/10/2016,47.600194,-122.330541
fire,1/10/2016,47.66776,-122.330914
Medic,1/10/2016,47.696029,-122.339682
fire,1/10/2016,47.608845,-122.339956
fire,1/10/2016,47.614747,-122.340899
fire,1/10/2016,47.608966,-122.341682
Medic,1/10/2016,47.726864,-122.348004
Medic,1/10/2016,47.726864,-122.348012
fire,1/10/2016,47.673945,-122.349944
Medic,1/10/2016,47.622089,-122.351371
Medic,1/10/2016,47.755939,-122.355815
fire,1/10/2016,47.522861,-122.360494
Medic,1/10/2016,47.701517,-122.367396
Medic,1/10/2016,47.503121,-122.374804
Medic,1/10/2016,47.538572,-122.37658
fire,1/10/2016,47.508953,-122.381502
fire,1/10/2016,47.670916,-122.387806
fire,1/10/2016,47.663573,-122.396775
Medic,1/11/2014,47.535387,-122.267284
fire,1/11/2014,47.557081,-122.269395
Medic,1/11/2014,47.512242,-122.270053
Medic,1/11/2014,47.548945,-122.276811
Medic,1/11/2014,47.556164,-122.280737
Medic,1/11/2014,47.570681,-122.28287
Medic,1/11/2014,47.569105,-122.282885
fire,1/11/2014,47.580108,-122.286418
Medic,1/11/2014,47.520783,-122.287174
Medic,1/11/2014,47.628959,-122.289271
fire,1/11/2014,47.722899,-122.293194
Medic,1/11/2014,47.56368,-122.293316
Medic,1/11/2014,47.584234,-122.299024
Medic,1/11/2014,47.683047,-122.300758
Medic,1/11/2014,47.598923,-122.302232
Medic,1/11/2014,47.619215,-122.302545
Medic,1/11/2014,47.611634,-122.312805
Medic,1/11/2014,47.663288,-122.314235
Medic,1/11/2014,47.656233,-122.315363
Medic,1/11/2014,47.664958,-122.320703
Medic,1/11/2014,47.596499,-122.322456
Medic,1/11/2014,47.525625,-122.325219
Medic,1/11/2014,47.598353,-122.325902
fire,1/11/2014,47.597515,-122.326122
Medic,1/11/2014,47.598356,-122.327671
Medic,1/11/2014,47.618497,-122.327854
fire,1/11/2014,47.611114,-122.32797
Medic,1/11/2014,47.611348,-122.328514
Medic,1/11/2014,47.617709,-122.330044
Medic,1/11/2014,47.602172,-122.330863
Medic,1/11/2014,47.602172,-122.330863
Medic,1/11/2014,47.608561,-122.3321
Medic,1/11/2014,47.655875,-122.336254
Medic,1/11/2014,47.61122,-122.337562
Medic,1/11/2014,47.617439,-122.3395
Medic,1/11/2014,47.612398,-122.340892
Medic,1/11/2014,47.613308,-122.342432
fire,1/11/2014,47.650818,-122.344019
Medic,1/11/2014,47.705096,-122.344695
Medic,1/11/2014,47.617316,-122.347229
fire,1/11/2014,47.614696,-122.348746
Medic,1/11/2014,47.664304,-122.35259
Medic,1/11/2014,47.527435,-122.353349
Medic,1/11/2014,47.533703,-122.365816
Medic,1/11/2014,47.697867,-122.367016
Medic,1/11/2014,47.564077,-122.376189
Medic,1/11/2014,47.561944,-122.380504
fire,1/11/2014,47.540731,-122.38726
Medic,1/11/2014,47.557503,-122.387357
Medic,1/11/2014,47.683599,-122.387565
Medic,1/11/2014,47.670187,-122.388155
Medic,1/11/2014,47.52657,-122.392759
Medic,1/11/2014,47.672355,-122.398353
fire,1/11/2014,47.645079,-122.40962
Medic,1/11/2015,47.5022,-122.250497
Medic,1/11/2015,47.521595,-122.264225
fire,1/11/2015,47.558251,-122.268766
Medic,1/11/2015,47.539799,-122.272641
Medic,1/11/2015,47.549712,-122.272646
fire,1/11/2015,47.519,-122.274232
fire,1/11/2015,47.663091,-122.277081
Medic,1/11/2015,47.549591,-122.278128
Medic,1/11/2015,47.516977,-122.285619
Medic,1/11/2015,47.708356,-122.289374
fire,1/11/2015,47.539446,-122.29095
fire,1/11/2015,47.572416,-122.290985
Medic,1/11/2015,47.724989,-122.294598
Medic,1/11/2015,47.572163,-122.296173
Medic,1/11/2015,47.721329,-122.296339
Medic,1/11/2015,47.563359,-122.298354
Medic,1/11/2015,47.688463,-122.299554
Medic,1/11/2015,47.643147,-122.300005
Medic,1/11/2015,47.59426,-122.300112
fire,1/11/2015,47.665337,-122.300716
Medic,1/11/2015,47.564252,-122.301546
Medic,1/11/2015,47.602742,-122.305039
Medic,1/11/2015,47.599258,-122.305807
fire,1/11/2015,47.623521,-122.3073
Medic,1/11/2015,47.616815,-122.311453
Medic,1/11/2015,47.601683,-122.311556
Medic,1/11/2015,47.661269,-122.31313
Medic,1/11/2015,47.708899,-122.320568
Medic,1/11/2015,47.604615,-122.32228
fire,1/11/2015,47.65722,-122.322633
fire,1/11/2015,47.571304,-122.325189
Medic,1/11/2015,47.623138,-122.32526
fire,1/11/2015,47.616699,-122.325548
Medic,1/11/2015,47.581801,-122.329055
Medic,1/11/2015,47.609088,-122.330457
Medic,1/11/2015,47.6002,-122.330547
Medic,1/11/2015,47.6002,-122.330547
Medic,1/11/2015,47.6002,-122.330547
Medic,1/11/2015,47.602114,-122.330809
Medic,1/11/2015,47.705931,-122.332221
Medic,1/11/2015,47.620815,-122.332585
Medic,1/11/2015,47.595693,-122.333273
fire,1/11/2015,47.598135,-122.334191
Medic,1/11/2015,47.608756,-122.336885
Medic,1/11/2015,47.607828,-122.339105
fire,1/11/2015,47.613063,-122.340033
fire,1/11/2015,47.61593,-122.340915
Medic,1/11/2015,47.633969,-122.341988
Medic,1/11/2015,47.731129,-122.345064
fire,1/11/2015,47.674585,-122.349925
Medic,1/11/2015,47.615877,-122.35052
fire,1/11/2015,47.629753,-122.350715
Medic,1/11/2015,47.662139,-122.352733
fire,1/11/2015,47.617715,-122.353858
Medic,1/11/2015,47.614433,-122.354025
Medic,1/11/2015,47.661401,-122.354372
fire,1/11/2015,47.541205,-122.360955
fire,1/11/2015,47.692854,-122.363335
Medic,1/11/2015,47.704161,-122.365068
Medic,1/11/2015,47.533703,-122.365816
Medic,1/11/2015,47.5483,-122.372071
fire,1/11/2015,47.643451,-122.376172
Medic,1/11/2015,47.63833,-122.376942
fire,1/11/2015,47.673093,-122.379329
Medic,1/11/2015,47.652335,-122.392884
Medic,1/11/2015,47.672191,-122.403548
fire,1/11/2016,47.674282,-122.265077
Medic,1/11/2016,47.665014,-122.269515
Medic,1/11/2016,47.68347,-122.27496
Medic,1/11/2016,47.531548,-122.277103
fire,1/11/2016,47.696572,-122.278907
Medic,1/11/2016,47.553402,-122.279146
fire,1/11/2016,47.619044,-122.285237
Medic,1/11/2016,47.666939,-122.286843
Medic,1/11/2016,47.620167,-122.291216
fire,1/11/2016,47.533769,-122.294391
Medic,1/11/2016,47.704787,-122.29747
Medic,1/11/2016,47.636172,-122.300565
fire,1/11/2016,47.712125,-122.307087
Medic,1/11/2016,47.601678,-122.308813
fire,1/11/2016,47.561845,-122.310824
Medic,1/11/2016,47.720887,-122.312672
Medic,1/11/2016,47.720887,-122.312672
Medic,1/11/2016,47.712541,-122.315198
Medic,1/11/2016,47.663215,-122.315262
Medic,1/11/2016,47.619948,-122.31534
fire,1/11/2016,47.661594,-122.315434
fire,1/11/2016,47.588437,-122.315855
Medic,1/11/2016,47.597409,-122.317227
Medic,1/11/2016,47.597409,-122.317227
Medic,1/11/2016,47.607218,-122.320752
fire,1/11/2016,47.58104,-122.321397
fire,1/11/2016,47.708593,-122.323047
fire,1/11/2016,47.608409,-122.327361
Medic,1/11/2016,47.601643,-122.327656
fire,1/11/2016,47.612472,-122.328005
Medic,1/11/2016,47.604161,-122.328079
Medic,1/11/2016,47.618002,-122.329182
Medic,1/11/2016,47.60252,-122.329645
Medic,1/11/2016,47.600194,-122.330541
Medic,1/11/2016,47.606976,-122.333721
fire,1/11/2016,47.605624,-122.334019
Medic,1/11/2016,47.612136,-122.335373
Medic,1/11/2016,47.600798,-122.335951
Medic,1/11/2016,47.607299,-122.337087
Medic,1/11/2016,47.62988,-122.341005
Medic,1/11/2016,47.630586,-122.342296
fire,1/11/2016,47.612643,-122.343292
Medic,1/11/2016,47.618554,-122.343368
fire,1/11/2016,47.72686,-122.345017
Medic,1/11/2016,47.662127,-122.346089
Medic,1/11/2016,47.527903,-122.348028
Medic,1/11/2016,47.615877,-122.35052
fire,1/11/2016,47.723223,-122.351366
fire,1/11/2016,47.62457,-122.351461
Medic,1/11/2016,47.714417,-122.351556
fire,1/11/2016,47.620133,-122.354135
fire,1/11/2016,47.677068,-122.354359
Medic,1/11/2016,47.719638,-122.355539
fire,1/11/2016,47.660481,-122.362003
Medic,1/11/2016,47.648467,-122.377498
Medic,1/11/2016,47.681373,-122.377851
fire,1/11/2016,47.670175,-122.378981
fire,1/11/2016,47.670175,-122.378981
Medic,1/11/2016,47.580917,-122.385184
Medic,1/11/2016,47.556553,-122.388672
Medic,1/12/2014,47.545687,-122.259241
Medic,1/12/2014,47.673343,-122.260126
Medic,1/12/2014,47.556116,-122.273896
Medic,1/12/2014,47.633523,-122.277157
Medic,1/12/2014,47.540683,-122.286131
Medic,1/12/2014,47.614078,-122.291381
Medic,1/12/2014,47.719433,-122.29273
Medic,1/12/2014,47.54172,-122.293539
Medic,1/12/2014,47.703921,-122.29366
Medic,1/12/2014,47.5727,-122.293839
Medic,1/12/2014,47.604593,-122.296796
Medic,1/12/2014,47.721896,-122.297725
Medic,1/12/2014,47.691123,-122.300438
fire,1/12/2014,47.68945,-122.30134
Medic,1/12/2014,47.706702,-122.303351
fire,1/12/2014,47.58947,-122.30388
Medic,1/12/2014,47.599258,-122.305807
Medic,1/12/2014,47.72336,-122.307274
fire,1/12/2014,47.611637,-122.307536
Medic,1/12/2014,47.675867,-122.31086
Medic,1/12/2014,47.601686,-122.312677
Medic,1/12/2014,47.612889,-122.316733
Medic,1/12/2014,47.599189,-122.317223
Medic,1/12/2014,47.611259,-122.32076
Medic,1/12/2014,47.620099,-122.320876
Medic,1/12/2014,47.623129,-122.320924
Medic,1/12/2014,47.54364,-122.321349
Medic,1/12/2014,47.547503,-122.321439
Medic,1/12/2014,47.602994,-122.32144
Medic,1/12/2014,47.59751,-122.323428
fire,1/12/2014,47.596672,-122.32376
Medic,1/12/2014,47.604377,-122.325207
Medic,1/12/2014,47.611943,-122.325987
Medic,1/12/2014,47.613037,-122.326981
Medic,1/12/2014,47.598356,-122.327671
Medic,1/12/2014,47.6002,-122.330547
Medic,1/12/2014,47.602172,-122.330863
Medic,1/12/2014,47.602172,-122.330863
Medic,1/12/2014,47.601722,-122.334074
Medic,1/12/2014,47.603269,-122.334935
Medic,1/12/2014,47.603237,-122.337944
Medic,1/12/2014,47.655971,-122.33864
Medic,1/12/2014,47.654332,-122.339293
Medic,1/12/2014,47.655791,-122.342419
Medic,1/12/2014,47.643982,-122.344846
Medic,1/12/2014,47.612669,-122.345319
Medic,1/12/2014,47.612669,-122.345319
Medic,1/12/2014,47.612669,-122.345319
Medic,1/12/2014,47.613497,-122.346355
Medic,1/12/2014,47.641207,-122.346471
Medic,1/12/2014,47.620716,-122.347603
Medic,1/12/2014,47.670548,-122.354394
Medic,1/12/2014,47.69429,-122.35534
Medic,1/12/2014,47.528202,-122.36046
Medic,1/12/2014,47.559102,-122.362898
Medic,1/12/2014,47.52104,-122.369969
Medic,1/12/2014,47.533239,-122.372568
fire,1/12/2014,47.507873,-122.37468
Medic,1/12/2014,47.693177,-122.376631
